GeneName	SRX5797708	SRX5797709	SRX5797712	SRX5797713	SRX5797716	SRX5797717	SRR4290846	SRR4290852	SRR4290853	SRR4290854
TIMM9	397	683	596	528	218	555	91	99	435	355
TIMM9P1	0	1	0	2	0	0	3	4	6	9
TIMM9P2	0	6	1	4	0	5	7	7	3	3
TIMMDC1	900	2460	1832	1550	951	1313	170	138	667	487
TIMP1	4619	9787	2466	4068	1377	5136	381	757	188	293
TIMP2	203	553	188	225	5	173	113	106	94	42
TIMP3	1	13	0	0	0	0	0	0	3	1
TINAGL1	24	49	21	35	23	27	119	159	84	131
TINCR	128	250	130	176	240	147	203	225	228	269
TINF2	959	1751	881	873	1315	1411	1305	1265	1349	1669
TIPARP	1557	661	577	146	945	1534	1601	1255	297	679
TIPIN	540	489	129	257	40	227	600	552	3169	2120
TIPRL	766	2603	898	1298	655	1259	419	373	962	767
TIRAP	315	831	204	454	212	403	429	368	456	600
TJAP1	690	694	461	226	2063	495	988	1311	1944	1884
TJP1	0	1	136	2	5	1	1	4	2	2
TJP2	28	105	52	56	35	133	459	510	460	372
TJP3	0	44	48	16	0	10	66	153	1	10
TK1	236	728	46	202	11	181	2	91	371	74
TK2	851	766	437	474	517	666	226	292	37	170
TKFC	259	734	245	406	42	405	436	406	589	651
TKT	4004	6178	4106	4151	232	4159	467	402	1593	2077
TKTL1	6	25	0	8	0	12	82	30	0	0
TLCD1	66	99	53	48	46	140	27	7	160	207
TLCD2	287	854	503	553	358	527	731	835	716	891
TLCD3A	0	11	0	8	0	26	30	61	249	178
TLCD3B	54	100	83	105	80	75	442	457	248	348
TLCD4	10	22	10	25	22	18	171	152	103	146
TLCD4-RWDD3	36	22	36	24	0	21	28	8	0	19
TLCD5	11	177	214	91	24	95	154	127	159	205
TLDC2	0	2	0	7	0	14	1805	2329	264	223
TLE1	568	2553	1594	1990	379	1241	67	17	3	16
TLE1P1	2	12	7	6	0	8	0	0	0	0
TLE2	23	120	98	54	28	73	105	103	75	119
TLE3	7096	7066	3199	2337	3293	7863	1814	1284	8181	5124
TLE4	65	128	1	130	4	101	3806	3078	1274	602
TLE5	845	1382	729	541	964	856	8343	8197	3743	3342
TLE6	0	161	118	63	0	52	10	0	0	6
TLK1	7962	11857	4878	5512	1724	3885	9853	9513	9039	7757
TLK2	423	818	322	454	913	464	2377	1702	2287	1978
TLK2P1	0	0	0	2	0	0	2	0	0	6
TLK2P2	0	2	0	5	0	1	87	94	51	37
TLL2	31	79	61	75	71	41	387	305	208	281
TLN1	6722	11117	5107	5856	3038	8605	4746	5246	5453	5311
TLN2	11	30	28	1	0	23	9	170	162	14
TLNRD1	54	195	43	95	59	62	217	238	2045	1060
TLR1	1304	1388	218	497	433	656	305	243	12	22
TLR10	17	71	42	44	19	55	96	107	91	128
TLR2	545	603	75	360	0	561	153	497	111	194
TLR3	39	75	52	44	38	51	139	165	104	186
TLR4	1	16	2	105	0	50	0	33	4	14
TLR5	40	45	18	14	18	32	30	65	99	68
TLR6	1452	560	376	363	230	453	63	117	109	132
TLR7	34	99	35	59	22	58	126	91	121	131
TLR9	0	11	32	30	0	50	66	100	38	60
TM2D1	561	2573	1368	1671	1880	1607	807	751	828	885
TM2D2	772	994	319	705	767	778	299	332	566	486
TM2D3	1563	1967	937	1343	188	1472	1933	1461	1705	1541
TM4SF18	5	2	1	2	0	3	29	35	26	36
TM4SF19	8	64	57	44	31	35	217	147	76	96
TM4SF20	6	10	17	7	2	9	125	114	107	120
TM6SF1	57	110	49	61	0	54	8	17	31	42
TM7SF2	201	166	152	45	1	49	149	177	186	66
TM7SF3	234	879	459	576	286	506	709	807	788	770
TM9SF1	1438	768	227	413	513	578	272	137	396	514
TM9SF2	2314	3999	2161	2164	1321	3183	1015	1048	2480	3019
TM9SF3	1769	1898	1080	1624	294	1646	950	849	1371	1622
TM9SF4	1329	2243	1319	1467	4	1869	1228	1046	3337	3928
TMA16	1216	950	276	517	132	574	229	139	1302	1042
TMA16P1	5	9	4	4	0	0	0	0	1	2
TMA16P2	0	0	0	1	0	0	0	0	10	1
TMA7	6570	11081	4815	6156	2452	5452	399	397	965	877
TMBIM1	2498	2059	1394	1773	584	2238	1185	1988	2103	2924
TMBIM4	4650	10595	3165	4836	2233	5418	819	968	1098	728
TMBIM6	61402	74657	26380	33571	16736	42547	4608	4707	11338	9137
TMBIM7P	1	5	2	6	0	2	11	19	7	5
TMC1	28	53	28	26	5	30	32	43	42	51
TMC2	34	86	60	59	26	63	110	148	116	119
TMC3	25	17	11	13	0	19	14	13	20	20
TMC4	291	150	179	93	48	152	558	616	227	299
TMC5	27	73	49	38	5	51	58	35	36	35
TMC6	1297	1313	594	512	161	780	6132	6797	1862	1890
TMC7	60	129	63	150	75	107	281	345	181	307
TMC8	1006	1498	805	1147	707	983	5703	5235	2240	2612
TMCC1	490	638	166	409	423	607	856	997	1064	1549
TMCC2	0	1	0	0	0	0	39	30	154	102
TMCC3	20	136	59	136	156	74	111	106	124	101
TMCO1	3943	5417	1966	2996	1465	3306	381	312	634	627
TMCO2	7	10	13	2	17	9	7	15	21	34
TMCO3	351	788	404	476	212	513	373	591	786	633
TMCO4	217	345	193	180	1	222	330	297	304	373
TMCO5B	3	4	0	0	6	1	21	0	7	12
TMCO6	452	567	373	353	150	288	506	514	549	511
TMED1	415	1013	369	425	832	665	48	87	21	25
TMED10	10948	11056	4987	6392	4119	8098	1909	2009	2623	3161
TMED10P2	0	1	0	0	0	0	0	11	0	0
TMED11P	0	7	5	2	0	1	3	3	8	9
TMED2	10187	3363	3621	1980	3185	6613	2907	2675	6189	6269
TMED3	467	395	463	304	471	311	415	404	1376	1065
TMED4	3990	6031	4757	4057	1101	4727	3721	3558	3387	3567
TMED5	1784	3031	949	1581	850	1538	507	914	1068	1011
TMED6	77	27	0	18	0	11	6	19	41	41
TMED7	1460	865	477	517	350	543	830	400	1696	2025
TMED7-TICAM2	0	0	0	2	0	0	13	10	65	52
TMED8	2326	2701	864	1669	36	1644	546	512	2154	1642
TMED9	3302	4418	2222	2383	965	3662	412	614	1724	1853
TMEM101	1031	1691	468	1160	557	1038	228	380	417	507
TMEM102	25	2	0	3	0	5	1	15	47	60
TMEM104	284	210	22	84	17	129	448	860	536	590
TMEM106A	1374	1413	363	606	49	513	775	812	856	1090
TMEM106B	4751	3029	1137	1494	464	2046	1535	1679	994	1450
TMEM106C	908	2158	1312	926	881	846	184	111	331	257
TMEM107	279	1701	565	1835	885	2577	223	170	183	122
TMEM108	16	38	22	50	43	33	48	60	37	75
TMEM109	1415	1491	841	701	691	917	539	480	2306	1415
TMEM11	275	1441	378	847	127	737	124	165	549	289
TMEM115	321	239	267	110	0	266	266	197	167	230
TMEM116	1631	1809	759	952	97	1235	1154	1334	768	770
TMEM117	164	65	35	25	0	77	81	19	44	27
TMEM119	67	195	86	118	87	108	224	164	96	166
TMEM120A	488	653	287	361	26	379	131	186	180	256
TMEM120B	7289	8151	5755	5935	4291	7176	664	606	675	875
TMEM121	0	7	1	5	0	2	6	11	165	23
TMEM121B	0	0	0	0	0	4	3	10	24	19
TMEM123	5995	6112	2144	3254	1185	4508	5790	5334	4139	3546
TMEM126A	236	937	318	505	63	502	137	86	622	607
TMEM126B	1756	1757	570	874	646	804	218	281	1047	1382
TMEM127	1189	958	603	708	110	752	2448	2849	4352	3914
TMEM128	580	938	650	678	309	361	120	86	79	108
TMEM129	95	150	123	44	6	135	169	224	235	262
TMEM130	68	106	71	79	25	86	394	237	188	226
TMEM131	687	894	512	706	76	807	2552	2444	2832	2793
TMEM131L	2981	1194	1393	512	51	1650	2397	2010	2782	1579
TMEM132A	22	34	20	30	17	16	81	101	126	66
TMEM132B	21	24	28	32	14	13	54	55	60	98
TMEM132E	1	0	0	0	0	0	5	5	3	3
TMEM134	899	555	594	317	97	895	897	811	374	465
TMEM135	142	525	573	204	25	220	285	234	292	443
TMEM138	1249	2269	715	1070	826	1307	1368	1281	1578	1755
TMEM139	0	13	0	0	0	14	6	24	58	6
TMEM140	354	743	313	602	2	559	971	1158	630	675
TMEM141	769	1649	596	1049	38	775	38	37	156	84
TMEM143	55	195	34	118	233	195	154	201	116	108
TMEM144	2	6	6	11	0	9	20	36	16	73
TMEM145	220	223	67	143	36	78	337	278	184	263
TMEM147	499	340	285	158	473	290	147	91	776	559
TMEM14A	1144	1520	875	792	356	657	67	90	318	165
TMEM14B	2484	3721	1404	1997	1022	1869	474	497	980	1121
TMEM14C	2564	3671	1560	2092	903	3231	102	102	415	85
TMEM14EP	0	4	1	6	0	8	925	1021	303	584
TMEM150A	486	473	95	205	450	343	154	262	158	183
TMEM150B	24	38	19	22	11	36	16	16	18	26
TMEM150C	7	156	53	109	38	129	114	122	159	163
TMEM151B	0	3	0	0	0	3	1	2	10	33
TMEM154	458	1067	1403	1153	1313	1566	1043	1317	583	583
TMEM156	950	2963	1172	1157	594	1674	358	524	444	739
TMEM159	656	865	593	394	252	547	244	244	146	183
TMEM160	5	10	0	4	0	0	34	34	152	95
TMEM161A	251	424	418	156	1230	235	223	263	662	381
TMEM161B	170	1778	629	985	231	1213	1007	801	1307	1301
TMEM163	1	9	0	7	0	46	213	115	246	280
TMEM164	811	1688	650	739	2759	1090	349	458	750	470
TMEM165	461	557	299	400	38	251	1285	1876	1634	1639
TMEM167A	12344	12943	2874	5254	614	5678	269	362	836	664
TMEM167B	2004	3406	2228	2395	111	2243	730	514	1236	1005
TMEM168	1835	1506	2006	926	44	1314	1201	978	752	1107
TMEM169	256	111	30	86	38	67	83	101	67	83
TMEM17	25	103	61	46	69	67	881	842	381	608
TMEM170A	2329	1768	729	819	1264	1098	993	1108	1892	2787
TMEM170B	35	106	61	74	10	67	203	145	412	236
TMEM175	47	46	13	60	14	22	706	751	663	187
TMEM176A	0	0	2	3	2	2	33	8	4	2
TMEM176B	0	4	0	0	0	13	3	0	2	1
TMEM177	625	274	122	189	1	171	53	82	142	115
TMEM178A	0	0	0	14	0	0	0	0	0	0
TMEM178B	0	6	3	8	1	2	31	81	29	111
TMEM179B	3104	5412	1732	2460	1458	3163	398	352	1060	836
TMEM18	672	1247	639	752	564	729	1520	1373	1853	1729
TMEM181	307	647	322	344	26	421	1478	1747	1915	2077
TMEM182	175	730	370	530	178	491	536	457	332	428
TMEM183A	451	411	178	336	41	372	1544	1300	2118	1456
TMEM183B	132	0	0	0	0	0	0	0	0	0
TMEM184A	28	132	56	86	41	68	253	222	179	244
TMEM184B	44	506	413	177	125	191	761	606	1122	1132
TMEM184C	2739	2342	492	1549	171	1560	360	798	1567	1842
TMEM185A	564	843	677	449	249	398	150	136	223	236
TMEM185B	0	67	70	44	0	44	298	315	595	786
TMEM186	187	338	104	296	28	225	227	214	177	163
TMEM187	176	395	47	203	2	186	17	1	7	4
TMEM189	714	894	314	633	60	721	1895	1624	3256	2750
TMEM189-UBE2V1	290	120	19	60	11	94	0	0	0	7
TMEM19	921	1201	717	533	1693	817	560	624	633	505
TMEM191A	0	2	44	11	0	85	39	22	0	8
TMEM191B	0	0	3	0	0	0	8	1	0	1
TMEM191C	53	221	146	89	59	157	289	158	189	157
TMEM192	2226	2986	2090	1640	384	1194	1778	1796	1337	2011
TMEM198	0	10	28	2	0	9	3	6	107	30
TMEM198B	538	825	950	486	41	402	1956	1290	725	849
TMEM199	1023	1346	499	1003	41	1026	578	608	902	717
TMEM200A	237	737	282	247	2	290	86	186	5	43
TMEM200B	82	41	22	11	0	14	112	195	56	30
TMEM201	420	136	1	62	0	107	125	122	1051	660
TMEM203	185	221	159	80	0	101	155	149	384	246
TMEM204	103	155	160	79	144	213	229	336	69	75
TMEM205	580	972	728	498	1	485	37	89	198	190
TMEM208	499	1290	344	751	38	973	198	125	787	676
TMEM209	1075	3240	1840	2062	1427	2783	1637	1454	3443	2691
TMEM210	0	8	3	8	2	3	0	1	2	0
TMEM211	0	0	0	0	0	0	0	11	0	0
TMEM212	424	797	491	602	428	569	2526	2796	1388	2130
TMEM213	130	180	172	180	111	120	261	252	288	335
TMEM214	373	612	380	466	97	704	660	991	2210	2481
TMEM216	937	1529	324	757	393	869	96	131	218	312
TMEM217	340	77	1	19	3	25	24	55	56	83
TMEM218	190	723	180	439	0	823	32	49	100	73
TMEM219	1070	2145	1098	1083	1129	1099	210	281	191	83
TMEM220	315	141	299	86	181	361	528	744	107	182
TMEM221	10	24	10	11	23	24	38	25	27	32
TMEM222	2460	3169	1194	1551	1281	1959	233	457	466	549
TMEM223	1260	839	531	217	694	682	204	249	414	353
TMEM225B	0	5	64	18	0	13	8	15	1	6
TMEM229B	1062	793	237	396	51	654	155	439	33	25
TMEM230	4478	4624	2548	2852	1974	2681	968	806	1011	906
TMEM231	553	526	67	266	145	390	197	208	287	372
TMEM231P1	0	0	0	6	0	0	3	7	2	9
TMEM232	189	17	21	25	14	44	30	41	9	45
TMEM233	8	11	1	4	6	9	6	6	4	9
TMEM234	573	460	476	230	334	321	620	340	312	581
TMEM236	74	153	96	122	44	91	412	465	438	618
TMEM237	234	325	106	271	1	158	117	61	254	200
TMEM238	0	10	5	0	0	6	13	14	21	15
TMEM238L	0	6	0	14	0	2	0	3	0	0
TMEM239	16	54	39	33	30	48	41	59	50	70
TMEM240	0	0	0	0	0	0	3	0	0	18
TMEM241	190	379	309	220	83	232	289	306	623	743
TMEM242	549	1801	508	1030	646	1287	263	175	223	289
TMEM243	1933	2300	1770	1545	743	1445	763	528	393	555
TMEM244	0	0	0	0	0	0	4	5	0	1
TMEM245	1979	2710	835	1539	1816	1754	3112	2503	2342	1785
TMEM248	1149	1219	857	615	310	750	2782	1967	3092	3280
TMEM249	0	1	34	4	0	2	4	0	14	7
TMEM25	580	379	351	235	731	343	446	436	546	531
TMEM250	159	116	60	85	2	47	267	605	880	473
TMEM251	570	411	234	141	0	201	11	37	43	58
TMEM253	0	0	0	3	0	0	8	0	25	13
TMEM254	267	1158	479	619	584	468	248	372	554	223
TMEM255A	0	3	0	2	0	16	77	59	11	29
TMEM255B	17	24	14	18	3	17	57	14	100	71
TMEM256	539	1052	604	665	5	533	33	18	53	19
TMEM256-PLSCR3	0	23	0	0	0	0	0	0	0	0
TMEM256P1	0	0	0	0	0	10	1	0	0	0
TMEM256P2	0	12	0	14	0	0	2	22	0	0
TMEM258	2101	4826	1531	2734	656	2167	314	338	941	932
TMEM259	6	98	34	28	2	49	4185	4043	2549	3034
TMEM26	100	90	0	11	0	21	0	0	0	0
TMEM260	134	308	269	185	753	232	589	566	503	438
TMEM262	0	57	0	6	1	11	99	106	66	29
TMEM263	1548	1378	541	1027	259	769	2606	1862	2317	1378
TMEM265	215	516	93	175	214	222	0	0	0	0
TMEM266	86	288	145	158	106	159	718	652	331	510
TMEM267	1216	1500	283	556	12	757	142	174	411	405
TMEM268	238	248	62	169	23	313	479	299	821	2177
TMEM269	7	123	162	95	30	76	143	123	112	94
TMEM272	1	8	4	3	0	9	711	516	36	73
TMEM273	1	87	0	4	0	8	91	64	639	866
TMEM274P	8	0	8	1	0	0	0	0	0	4
TMEM30A	1141	1083	395	641	57	793	506	415	811	691
TMEM30B	34	18	2	28	0	26	135	115	117	75
TMEM31	0	6	0	2	0	0	4	0	10	1
TMEM33	2367	5417	2051	3178	944	3813	2576	3185	14370	19781
TMEM35A	0	2	0	0	0	1	22	90	12	35
TMEM35B	3716	4717	1716	2755	362	2542	336	449	579	490
TMEM38A	117	543	145	279	163	409	208	183	156	194
TMEM38B	124	532	21	297	388	397	204	114	257	313
TMEM39A	291	1584	1063	970	277	982	509	942	1100	1522
TMEM39B	227	478	165	375	0	337	265	197	543	477
TMEM40	31	88	57	51	26	62	102	97	73	95
TMEM41A	1585	1365	389	1156	151	913	931	955	2283	1955
TMEM41B	2480	2881	964	1289	1644	1460	2167	3210	3457	5448
TMEM42	283	407	160	220	1101	314	78	186	38	52
TMEM43	7740	6716	1684	3703	1144	5265	637	712	1120	1306
TMEM44	400	281	98	153	33	131	114	74	65	154
TMEM45A	2095	3559	2368	2590	1283	2276	10951	11251	10634	12764
TMEM45B	43	184	68	90	50	109	488	291	178	220
TMEM50A	3963	6748	2619	3088	892	3532	634	788	2038	2392
TMEM50B	2585	3495	1161	2213	1360	2216	1829	1556	1031	1453
TMEM51	0	0	0	0	0	6	0	0	0	6
TMEM52	0	0	0	0	0	0	0	0	10	3
TMEM52B	36	121	85	77	60	54	122	102	92	112
TMEM53	626	433	37	233	721	254	513	592	429	495
TMEM59	7832	10868	4831	7616	735	8202	765	1016	545	757
TMEM60	696	1153	419	758	0	557	45	127	331	278
TMEM62	11	132	13	68	0	55	256	188	135	204
TMEM63A	932	3309	1120	1506	1264	2030	7165	8499	471	898
TMEM63B	0	93	3	29	0	50	411	236	421	567
TMEM63C	0	4	0	69	0	0	5	25	23	3
TMEM64	502	593	377	349	568	310	408	335	1016	1081
TMEM65	401	208	156	166	113	218	903	1005	589	684
TMEM67	132	641	202	449	283	607	765	750	536	799
TMEM68	1275	1498	671	1317	497	783	612	599	752	870
TMEM69	15	1092	442	624	5	651	420	416	1365	1002
TMEM70	203	99	140	71	167	182	96	104	200	352
TMEM71	829	1129	355	878	230	1100	671	551	50	34
TMEM72	0	0	0	0	0	0	7	9	0	1
TMEM74	0	19	0	1	0	0	0	0	0	0
TMEM74B	0	1	3	5	0	0	13	89	72	84
TMEM79	266	234	174	88	15	125	129	63	140	95
TMEM80	350	1068	365	589	61	613	948	1003	291	507
TMEM81	0	38	97	25	0	48	19	69	47	64
TMEM86A	13	87	7	48	0	62	270	56	2	19
TMEM86B	1	69	76	29	1	34	148	183	106	142
TMEM87A	2813	5177	1486	2764	904	3442	1534	1617	2466	2496
TMEM87B	688	523	576	389	91	414	287	287	254	275
TMEM88	0	22	0	7	0	2	10	72	167	544
TMEM89	0	5	0	0	0	0	21	1	1	0
TMEM8B	59	490	104	237	93	279	744	717	476	488
TMEM9	1513	1946	1798	1801	647	1603	260	138	283	132
TMEM91	18	102	203	65	73	84	637	391	176	320
TMEM92	3	9	1	2	0	2	20	11	11	6
TMEM94	566	1236	598	707	142	943	1491	2559	1480	941
TMEM97	535	560	509	438	340	401	99	38	1659	1707
TMEM98	51	91	43	34	34	56	123	113	191	296
TMEM99	1	254	196	197	0	142	6	0	2	0
TMEM9B	1963	1349	941	628	416	1237	947	1112	1423	1834
TMF1	3192	6911	2593	4715	570	2455	1349	902	1490	967
TMIE	0	0	0	0	0	2	0	13	2	10
TMIGD2	3311	4749	4809	2373	4103	4129	117	90	77	26
TMLHE	140	592	219	446	685	554	137	197	49	101
TMOD1	0	18	92	13	0	16	62	109	76	88
TMOD2	16	132	448	136	16	115	894	1628	767	598
TMOD3	3899	4560	2619	2143	1582	2562	1849	2268	4157	2392
TMOD4	0	28	58	15	0	10	3	2	58	4
TMPO	1106	1070	634	588	783	1159	2537	2047	6751	3400
TMPOP2	0	11	0	0	0	4	0	0	3	2
TMPPE	1	32	178	67	0	90	274	259	670	570
TMPRSS11B	14	33	77	30	463	37	131	131	115	192
TMPRSS11BNL	27	17	26	9	27	13	57	51	39	70
TMPRSS11CP	0	11	0	2	0	2	15	14	21	15
TMPRSS11D	0	0	0	99	0	4	4	4	6	13
TMPRSS11E	0	96	0	47	0	15	0	0	0	0
TMPRSS12	6	18	10	4	6	19	54	66	98	135
TMPRSS13	1	0	1	3	0	5	124	57	2	8
TMPRSS15	1	1	0	0	0	1	10	9	10	8
TMPRSS2	0	0	32	4	0	12	0	0	0	2
TMPRSS3	381	1433	274	420	15	751	136	198	244	210
TMPRSS4	15	72	429	47	24	42	78	114	50	64
TMPRSS5	1	23	0	20	0	3	24	11	26	3
TMPRSS6	1	2	9	5	0	5	5	12	39	183
TMPRSS7	1	10	5	7	3	3	9	20	2	21
TMPRSS9	0	10	8	12	0	16	48	115	30	129
TMSB10	8847	14088	8416	9032	4715	7103	1933	1896	1560	1676
TMSB15A	0	7	1	2	0	5	0	0	0	0
TMSB15B	33	347	95	235	65	216	686	680	450	646
TMSB4X	140273	177454	69997	90724	42179	77535	4744	4068	2831	2538
TMSB4XP1	4	2	0	7	2	3	0	2	0	0
TMSB4XP2	22	5	11	5	3	7	1	0	0	1
TMSB4XP4	501	658	268	278	208	253	11	19	22	27
TMSB4XP6	317	318	0	0	0	168	0	0	0	0
TMSB4XP8	242	339	242	162	287	94	0	0	0	0
TMSB4Y	3	3	165	61	0	4	15	0	34	0
TMTC1	71	135	52	80	46	65	221	226	152	211
TMTC2	0	13	2	15	0	18	94	156	137	149
TMTC3	959	651	693	435	578	560	228	228	678	382
TMTC4	216	968	70	368	1	507	369	405	521	550
TMUB1	1	35	17	7	0	8	158	171	195	136
TMUB2	2467	3768	1728	1864	1666	2352	3017	2837	1378	1508
TMX1	5052	3748	1714	2248	815	3255	945	1418	5762	4003
TMX2	3181	2699	1570	1398	409	1427	562	561	2193	2358
TMX2P1	0	17	19	19	0	15	15	14	47	55
TMX3	654	1368	507	704	226	844	614	543	1215	1445
TMX4	709	1468	643	1254	1148	1048	1302	1966	1299	991
TNC	20	26	21	19	18	34	52	95	148	85
TNF	1222	2231	734	1752	1344	5284	432	930	35007	47403
TNFAIP1	536	891	861	285	1	291	324	879	1012	1117
TNFAIP2	6	27	284	63	17	16	62	154	44	127
TNFAIP3	2294	10640	3680	4397	4736	8972	39255	12476	12040	10703
TNFAIP8	5597	8064	2190	3773	1770	5960	1436	1452	1965	2218
TNFAIP8L1	395	1231	317	677	198	457	692	666	734	987
TNFAIP8L2	1603	2182	603	1301	358	1524	25	19	95	87
TNFAIP8L3	60	159	107	143	62	76	551	478	369	405
TNFRSF10A	12	65	20	102	10	56	1124	588	1123	887
TNFRSF10B	576	482	932	263	16	402	1409	719	781	1018
TNFRSF10C	0	172	5	40	0	94	5	8	0	2
TNFRSF10D	1	268	2	85	0	283	379	179	121	157
TNFRSF11A	333	130	6	136	4	169	5	15	69	231
TNFRSF11B	30	42	37	55	37	38	31	19	24	47
TNFRSF12A	0	4	0	1	0	23	4	0	6	49
TNFRSF13B	0	0	0	2	0	0	6	61	5	9
TNFRSF13C	90	222	105	194	124	153	222	298	172	436
TNFRSF14	173	772	222	417	143	485	1454	1269	1492	1344
TNFRSF17	0	9	0	16	3	1	2	9	6	18
TNFRSF18	903	513	499	231	152	313	49	25	726	948
TNFRSF19	3	10	12	12	2	7	9	4	5	5
TNFRSF1A	67	147	67	90	60	104	1640	1636	1854	2110
TNFRSF1B	230	575	234	224	735	325	1567	1868	5812	7667
TNFRSF21	301	11	6	9	2	3	51	54	154	195
TNFRSF25	1163	1032	3687	305	8458	1513	3351	2832	1925	2595
TNFRSF4	473	175	295	31	239	548	76	56	987	1175
TNFRSF6B	0	3	0	0	0	4	5	4	0	0
TNFRSF8	0	11	0	0	0	0	1	5	374	619
TNFRSF9	904	481	805	493	141	220	451	526	3953	8009
TNFSF10	4790	14188	2790	3822	603	4047	461	1078	174	971
TNFSF11	868	1220	734	963	200	908	2	14	144	212
TNFSF12	1669	1764	822	524	281	800	838	857	170	260
TNFSF12-TNFSF13	0	89	71	0	0	66	0	0	0	35
TNFSF13	124	459	100	349	0	262	134	34	56	1
TNFSF13B	13429	11206	3751	4550	3214	10390	77	73	9	50
TNFSF14	7847	5730	1202	2014	751	3095	286	411	6459	4571
TNFSF15	96	268	353	221	110	216	133	133	223	187
TNFSF18	0	11	13	11	0	3	0	0	0	0
TNFSF4	6875	15091	9235	13593	1625	7275	39	85	30	19
TNFSF8	0	91	70	358	0	43	2915	2092	6351	7590
TNFSF9	16	79	13	29	44	35	15	11	58	58
TNIK	629	1057	291	507	556	656	2382	1995	989	1045
TNIP1	2101	2397	826	1383	562	1467	2078	2329	7993	5981
TNIP2	226	202	140	85	1	106	1270	901	3197	3262
TNIP3	40	53	66	32	24	34	214	224	1022	3607
TNK1	5	368	61	44	0	64	312	318	201	461
TNK2	54	16	62	0	0	0	160	76	31	15
TNKS	262	741	589	675	327	630	973	1178	577	803
TNKS1BP1	7	45	37	49	1	86	77	47	189	197
TNKS2	1167	1784	1055	1130	51	1207	1514	1626	1996	1981
TNN	0	0	0	0	0	2	26	0	1	0
TNNC1	0	2	0	0	0	9	5	5	19	4
TNNC2	111	7	56	6	0	27	13	4	1	0
TNNI1	55	61	32	45	30	49	55	39	34	44
TNNI2	0	25	0	56	0	61	6	1	0	0
TNNI3K	0	0	0	7	0	2	6	4	1	0
TNNT1	4	7	10	5	10	17	14	12	8	17
TNNT2	30	51	35	49	56	40	130	97	48	105
TNNT3	0	0	0	2	0	6	136	85	0	0
TNPO1	2784	7602	2092	4426	137	4929	1637	1433	5936	5017
TNPO1P1	122	34	0	9	0	35	36	9	16	55
TNPO2	221	787	280	319	3394	418	1210	1431	12113	13068
TNPO3	2755	3771	1409	2529	894	3652	848	906	3666	2990
TNR	1239	419	535	330	348	466	25	24	27	27
TNRC18	518	392	166	145	224	211	843	1003	1870	1399
TNRC6A	1375	1704	1135	686	3965	1156	2192	2422	2218	2586
TNRC6B	10702	17373	11941	12886	3671	14120	9670	8157	2422	2321
TNRC6C	1190	2315	694	1426	463	1811	7246	8154	3924	2827
TNS1	5	10	3	4	1	9	6	21	24	9
TNS2	9	117	25	24	12	51	210	144	180	183
TNS3	1077	2621	752	975	1852	761	67	63	358	182
TNS4	372	84	79	28	4	52	149	150	466	487
TNXA	0	0	0	0	3	0	0	0	0	11
TNXB	0	10	21	3	0	1	88	558	771	557
TOB1	5586	9038	3333	6046	1083	3924	7970	4571	1290	1180
TOB2	695	2867	1831	1531	1159	2276	547	652	3569	2624
TOB2P1	1	56	91	13	0	5	0	0	0	5
TOE1	1109	2117	729	1026	86	1617	467	258	728	371
TOGARAM1	348	2082	779	1201	234	1560	671	498	590	900
TOGARAM2	2133	2563	2455	724	453	826	154	379	487	290
TOLLIP	133	124	201	71	0	114	326	353	384	287
TOM1	750	1107	1566	1122	569	1397	1068	1219	871	399
TOM1L1	8	32	58	24	1	24	15	14	16	13
TOM1L2	642	760	151	288	80	369	705	1124	93	238
TOMM20	1467	1932	1267	1331	1276	1336	2193	1636	6262	5056
TOMM20L	12	2	3	6	0	9	2	3	3	10
TOMM20P2	219	299	56	119	0	115	86	153	13	41
TOMM22	2675	3898	1310	2077	837	1968	515	481	2537	1751
TOMM34	208	1180	498	737	298	974	140	150	1281	1248
TOMM40	45	337	72	150	32	139	916	825	11388	8596
TOMM40L	272	1010	68	488	1	568	188	110	933	813
TOMM40P4	0	0	0	0	0	0	7	1	84	9
TOMM5	3370	4986	1363	2608	1067	2514	164	91	1434	925
TOMM6	1963	3361	1281	1896	692	1720	363	291	2853	2028
TOMM7	6990	7243	2519	4338	838	2786	645	391	484	236
TOMM70	257	901	852	497	10	460	491	390	1693	1641
TONSL	133	290	207	198	142	173	221	265	1984	1287
TOP1	846	1362	720	681	883	842	509	539	3466	3486
TOP1MT	332	297	170	150	0	148	110	116	485	333
TOP2A	846	579	609	114	9	85	165	87	424	251
TOP2B	962	3163	1351	1753	1781	1972	2177	1423	2107	1424
TOP3A	1196	1288	1020	733	657	857	1017	1211	2862	2005
TOP3B	68	845	346	321	335	618	471	514	647	737
TOP3BP1	0	3	10	2	0	8	0	0	0	0
TOPBP1	628	979	246	473	2	276	626	822	2685	2565
TOPORS	1880	1655	841	916	465	1213	687	342	657	514
TOR1A	1641	887	1308	396	695	1525	703	778	1568	1270
TOR1AIP1	3441	4851	2806	2991	1383	4356	2119	1677	2207	2719
TOR1AIP2	3242	5269	2753	3609	2276	4066	5323	4461	6633	6182
TOR1B	338	535	6	85	30	169	383	287	511	592
TOR2A	0	74	0	17	0	64	161	66	199	167
TOR3A	342	526	182	263	165	266	301	310	367	479
TOR4A	11	170	106	84	16	133	34	53	92	66
TOX	7474	9207	4792	4644	3458	6842	953	1196	406	589
