CD4_enhancer_counts_bins	Gene_Name	Mean_Gene_Expression
14	METTL1	372.0
14	MFF	585.5
14	MIP	6.25
14	MNDA	12.5
14	MORC2	1242.5
14	MPC1	149.0
14	NAF1	928.25
14	NRAS	2511.75
14	OR2V2	157.75
14	PDCD10	6193.0
14	PDLIM5	1032.75
14	PHF8	2833.5
14	PHGR1	7.5
14	PIWIL1	59.25
14	PMEPA1	87.0
14	PNO1	2066.5
14	PPIH	198.0
14	PREPL	2203.25
14	PRPF4B	5820.5
14	PRR34	55.25
14	PSEN1	1652.25
14	PTAR1	1637.0
14	PTP4A1	4330.25
14	PTPN22	1202.5
14	RABEPK	635.25
14	RAD1	927.5
14	RANBP2	3949.5
14	RARA	780.75
14	RBM7	1466.0
14	RIMS2	172.25
14	RNF20	1326.5
14	RPIA	542.25
14	RPS3	27392.5
14	SAMM50	1638.0
14	SEC11C	363.75
14	SECTM1	678.5
14	SETDB2	1140.0
14	SLC7A6	2647.25
14	SOX6	99.75
14	SSB	1699.5
14	STPG2	8.75
14	SUMO2	1669.25
14	SUMO4	44.25
14	TAF9	1065.75
14	TLCD1	100.25
14	TMEM220	390.25
14	TMEM59	770.75
14	TNF	20943.0
14	TNK2	70.5
14	TPP2	3841.25
14	TRAM1	2591.5
14	TRERF1	1660.75
14	ZG16	59.25
14	ZKSCAN8	1365.25
14	ZNF155	114.0
14	ZNF561	454.75
14	ZNF846	185.5
14	ZNF91	2555.75
15	ACOT7	1279.25
15	ACTB	55244.25
15	ACTR8	518.25
15	ANKFY1	2183.25
15	APTX	934.5
15	ARHGEF37	9.5
15	ATP6V0D2	119.0
15	BDH1	2259.75
15	BRF2	133.25
15	BTBD18	192.75
15	BZW1	4586.5
15	C1orf74	116.75
15	C3orf18	257.75
15	C7orf57	12.75
15	CCDC174	627.5
15	CD5	9881.25
15	CDKL1	330.75
15	CETP	141.75
15	CLDND1	8477.5
15	COPS5	1286.25
15	CTNNB1	5608.5
15	CX3CR1	48.75
15	CYSLTR2	97.75
15	DCAF8	1684.25
15	DDX5	19588.25
15	DIP2A	2843.75
15	DIS3L2	1296.25
15	DNAAF1	806.0
15	DNAJB13	95.25
15	DPEP2	938.5
15	DRD3	4.0
15	DUSP23	72.25
15	DZIP3	305.75
15	EPM2AIP1	604.25
15	EPN2	311.75
15	FANCD2	2178.5
15	FBXO42	461.0
15	FILIP1	104.0
15	FURIN	3485.25
15	G6PC2	7.5
15	GALNT4	752.25
15	GAR1	1651.25
15	HES7	9.5
15	HLA-DOA	255.5
15	HLA-DPB1	512.5
15	IL17D	50.75
15	IL21R	2002.5
15	IL5RA	72.5
15	KANK1	502.25
15	KIAA0040	1007.75
15	LNP1	50.5
15	LRRC47	815.75
15	MANSC1	1195.75
15	MAPKBP1	694.0
15	METTL9	976.5
15	MPPE1	1251.0
15	NDUFB6	618.5
15	NEDD9	1307.75
15	PAX5	56.5
15	PCDHB9	159.25
15	PFKM	787.75
15	PHF20L1	2808.0
15	POP4	641.5
15	PPP1R7	806.5
15	PSMA5	4374.0
15	PTGR2	824.5
15	PXYLP1	393.5
15	RAD51B	175.25
15	RCN3	12.25
15	RDH11	486.25
15	RNASE4	44.5
15	RNF2	1354.25
15	RPL28	17644.5
15	RPL7A	11013.0
15	SIRPG	971.25
15	SLAMF7	725.75
15	SLC26A8	444.0
15	SLC2A11	648.5
15	SMC4	1064.75
15	SPATA9	9.0
15	SPSB2	209.25
15	SPTBN1	12167.0
15	SPTSSB	1.5
15	SREK1	2947.0
15	STARD5	187.0
15	STK38L	378.5
15	SUN1	2405.75
15	TAPT1	1059.75
15	TARS2	1140.75
15	TBC1D10C	854.25
15	TBC1D15	1103.25
15	TESK2	146.5
15	TIGIT	745.5
15	TMEM179B	661.5
15	TMEM253	11.5
15	TNFSF10	671.0
15	TPPP2	2.75
15	TSC22D4	439.5
15	TTC7B	1216.5
15	TXNDC9	285.0
15	UBE2D1	246.5
15	UBE2E1	2252.25
15	USP16	1201.0
15	VIPAS39	454.75
15	WASL	340.75
15	WWP1	880.5
15	ZNF107	1087.5
15	ZNF181	127.75
15	ZNF616	307.0
15	ZNF638	2517.0
15	ZNF774	441.25
15	ZNF839	927.0
16	ACADVL	1629.25
16	ADRB2	60.5
16	AHNAK2	3.0
16	APC	900.0
16	ARAP3	60.75
16	ATP2A1	47.5
16	ATP2C1	955.5
16	CCDC7	228.0
16	CD101	116.25
16	CD63	1255.5
16	CEP57L1	238.5
16	CEP85	650.5
16	CNNM4	287.0
16	CNOT2	2271.75
16	CREB3L2	1971.25
16	DDR1	117.75
16	DIP2B	3250.75
16	DNAH7	162.25
16	DNM2	2362.25
16	DPY30	378.0
16	DUSP14	180.5
16	DYNC1I2	1718.25
16	EP300	6554.25
16	ERAP1	3026.0
16	ERV3-1	202.0
16	FAM118A	765.0
16	FAM162A	274.5
16	FAM168B	3408.0
16	FAM204A	1121.5
16	FBXL15	163.75
16	FES	34.75
16	FSD2	167.0
16	GLIPR1	292.25
16	GNB1	4864.25
16	GPC5	1.5
16	GPX8	65.25
16	HPX	110.75
16	HSP90B1	26489.75
16	IDNK	264.5
16	IFIT1B	3.0
16	KANSL1L	407.5
16	KCNMB3	105.0
16	KIF14	97.25
16	KIF27	234.25
16	KLHL31	10.5
16	KLRC4	4.5
16	LARP7	414.5
16	LMO7	1007.0
16	LONRF1	232.25
16	LRCH1	606.5
16	LUC7L	3983.0
16	LYSMD3	434.5
16	METTL14	266.75
16	MTA3	648.5
16	MYOF	1646.5
16	NOL11	1689.5
16	NOP10	884.25
16	NUP93	2463.75
16	OS9	1356.75
16	PACSIN2	529.25
16	PAFAH1B2	2652.5
16	PAFAH2	490.0
16	PAN3	2699.75
16	PGGT1B	1727.75
16	PIK3C2A	1247.25
16	PLCXD2	852.5
16	PNOC	4.75
16	POLR3A	2274.0
16	PPM1M	1154.75
16	PSMB6	811.75
16	QKI	5014.75
16	RASGRP3	2868.75
16	RPL17-C18orf32	116.0
16	RPL23	10614.5
16	RRH	5.5
16	RRP36	236.25
16	SCAF1	374.5
16	SELP	53.25
16	SF3B6	250.25
16	SGTB	1385.75
16	SLAMF1	1332.75
16	SLC23A2	1668.0
16	SLC47A1	638.5
16	SMCO3	5.75
16	SOS1	2225.75
16	SRA1	240.75
16	TEDDM1	45.5
16	THRA	1693.25
16	TMEM141	78.75
16	TMEM223	305.0
16	TMEM86A	86.75
16	TOB1	3752.75
16	TOX4	2213.75
16	TRIM14	3815.5
16	TRIM33	1923.25
16	TRPM7	1476.25
16	TSNAX	886.0
16	TUBGCP5	675.75
16	UBXN1	1018.75
16	VCPKMT	163.75
16	VHL	884.25
16	ZFP36L1	11265.0
16	ZNF793	2931.75
16	ZNFX1	2535.75
17	ABT1	295.5
17	AKAP8L	602.5
17	ARL5A	957.0
17	ARMCX3	933.0
17	BCL2L1	1270.0
17	CAST	2831.25
17	CBX3	2089.75
17	CBX5	9723.0
17	CCDC153	52.0
17	CD3E	10232.25
17	CLIP1	9147.0
17	COPG1	2543.0
17	COX17	320.75
17	DHRS7	770.75
17	DHX16	1388.25
17	DPP4	1362.5
17	EFHC1	276.0
17	EFR3A	1298.0
17	EREG	563.25
17	FAM214B	59.75
17	FASTKD1	367.0
17	GTF2E1	379.5
17	HLA-E	9821.25
17	HPS3	611.75
17	IFI44	231.0
17	IGIP	176.0
17	INTS2	1402.0
17	IQGAP3	2.25
17	IRF2BPL	231.0
17	KLHDC9	15.0
17	LIN54	1722.5
17	LUZP1	745.25
17	MAP3K1	2146.0
17	MAP3K7	1349.75
17	MPP7	561.25
17	NFIA	725.0
17	NHSL1	41.0
17	NPAT	4214.5
17	NTRK1	40.0
17	NXF1	4206.75
17	OR4K2	11.25
17	OR52K1	92.0
17	PGS1	1595.25
17	PIFO	3.25
17	PLSCR4	0.25
17	PPP6R2	608.25
17	PUM2	4877.5
17	RAD51	178.0
17	RBBP8	760.25
17	REXO2	432.0
17	SERP1	2997.25
17	SF3B1	14414.0
17	SH2D2A	2891.5
17	SH3BGRL3	18624.75
17	SLC35F5	846.75
17	SLC9A4	348.5
17	SMARCAD1	1513.75
17	SRPRB	2705.25
17	SRSF5	15831.0
17	SS18	2890.25
17	STRAP	1818.0
17	TAC4	195.0
17	TBP	2489.0
17	TMEM107	174.5
17	TTC26	535.25
17	USP12	1314.0
17	WRNIP1	716.75
17	ZRANB2	1441.0
17	ZSCAN31	23.75
18	ACSM3	78.0
18	AMPD2	410.75
18	ANK3	2788.25
18	APOH	10.5
18	ATG14	623.5
18	ATG4D	342.25
18	ATN1	3135.5
18	BBC3	23.25
18	BUD13	554.25
18	C15orf39	1697.5
18	CCPG1	2031.75
18	CD274	1564.5
18	CDIP1	525.0
18	CDK4	2197.0
18	CDKL2	8.0
18	CEP55	86.0
18	CETN3	97.25
18	CLASP1	3268.25
18	COPS7A	732.75
18	COX18	970.5
18	CUTA	459.0
18	DDX3Y	2233.25
18	DEPTOR	49.0
18	DNAJB4	135.0
18	DOCK9	1854.25
18	E2F4	1767.25
18	EFCAB2	452.75
18	EIF4G3	4249.5
18	F12	8.5
18	FBXL8	121.25
18	FBXO11	1389.0
18	GAB3	453.25
18	GPATCH4	6587.5
18	GPR65	373.25
18	GUF1	2241.5
18	HECA	2037.75
18	HLA-DMB	149.75
18	HOXA7	4.0
18	ICA1L	745.75
18	ICE2	4137.5
18	IGF1	226.0
18	IKZF4	861.75
18	IL19	2.5
18	KCNA2	104.75
18	KIFAP3	276.5
18	LBR	3157.5
18	LETMD1	1162.25
18	MBTPS1	2890.0
18	MLH3	589.25
18	MVB12B	107.25
18	MYL12A	1767.25
18	MYL6B	159.25
18	N4BP2L1	489.25
18	NFE2	9.25
18	NIN	5619.0
18	NNT	1433.75
18	NOL4L	5779.25
18	NT5DC4	3.25
18	ORC2	736.75
18	PCED1B	2724.0
18	PLEKHA8	341.0
18	PLSCR1	162.25
18	PMPCB	1135.25
18	PPP2R1B	1922.75
18	PRKCA	7724.5
18	PRRC2C	16379.25
18	PTMS	415.75
18	PYHIN1	1279.5
18	PYROXD1	1289.75
18	RAB28	308.5
18	RAB4A	263.5
18	RAD51AP1	194.75
18	RMDN1	738.5
18	RPS19BP1	594.5
18	RTKN2	613.25
18	SERF2	2495.75
18	SLC12A8	260.25
18	SOCS2	384.75
18	SPAG1	393.25
18	STAU2	536.75
18	STX3	300.0
18	TBC1D19	171.0
18	TES	1514.5
18	THOC7	195.75
18	TMBIM6	7447.5
18	TNFAIP3	18618.5
18	TOMM40L	511.0
18	TUBGCP6	2326.5
18	UBA52	5957.25
18	UBL7	951.5
18	UCHL5	2680.0
18	UVSSA	1779.0
18	WDR36	2118.0
18	ZFAT	532.75
18	ZSWIM1	1872.75
19	ACKR3	110.5
19	ADGRA3	814.75
19	AGBL3	94.0
19	APOBEC4	8.5
19	ARHGEF1	8851.0
19	C4orf36	79.75
19	C5orf34	36.0
19	C9orf64	856.75
19	CANX	38732.0
19	CCDC58	190.25
19	CCNY	2114.5
19	CD48	2008.75
19	CELF2	8059.0
19	CLIC1	2328.25
19	CLK1	1997.25
19	CMIP	1083.5
19	CP	68.5
19	DAZAP2	2872.0
19	DCTN1	1509.0
19	DDI2	5270.0
19	DHRS1	522.0
19	EIF5B	18548.0
19	EMB	3511.5
19	EMC2	181.75
19	FAM13A	10735.25
19	FAM32A	533.5
19	FAM3C	848.75
19	FCGRT	202.5
19	FMO5	239.75
19	FUT10	250.5
19	GLB1L3	405.0
19	GPR19	39.0
19	GXYLT1	376.25
19	HERPUD2	3365.0
19	HEXA	1077.25
19	HIVEP2	5555.75
19	HLA-DQA2	2.75
19	HRNR	26.0
19	INTS12	238.25
19	INTS3	2168.5
19	KCNJ9	150.25
19	LMOD3	219.5
19	LST1	106.75
19	MAP3K8	214.75
19	MGP	759.0
19	MTRNR2L4	5066.0
19	NDFIP2	1197.75
19	PCBP1	13489.75
19	PCCB	869.0
19	PECAM1	951.75
19	PHGDH	611.0
19	PLEKHB2	2408.75
19	PPP6R3	7668.75
19	PRKAR1A	5119.0
19	PRR13	2911.75
19	PXDC1	26.5
19	PYCR2	1782.0
19	R3HDM1	3435.75
19	RAB13	215.75
19	RABGAP1	798.0
19	RGS16	660.5
19	SH3BP5L	179.5
19	SLC7A8	264.0
19	SRP54	756.5
19	SUFU	709.75
19	SUV39H2	508.0
19	SVIL	1878.75
19	TNRC6A	2354.5
19	TOMM6	1383.75
19	TRMO	945.25
19	TRMT10C	747.75
19	TTC17	3999.0
19	UAP1	1958.75
19	UBA6	2190.25
19	UFC1	887.0
19	UROD	936.0
19	USP6NL	1948.25
19	WDR82	5382.0
19	XPO7	4884.5
19	YWHAG	5546.0
19	ZFYVE28	289.25
19	ZNF2	121.0
19	ZNF217	1379.25
19	ZNF292	4158.75
19	ZNF688	94.0
20	ACTR6	287.5
20	ADAMTS6	33.0
20	ANAPC10	93.25
20	ARF3	2554.5
20	ARMC8	1907.0
20	ASB13	104.25
20	ATP8B2	4447.5
20	BAG6	4628.5
20	CALM1	7368.5
20	CAMK2G	1531.5
20	CAPSL	1.5
20	CCDC155	11.75
20	CDV3	8073.0
20	CIPC	585.75
20	CLCN3	1264.25
20	CRTC3	4595.5
20	CTSB	1760.5
20	CYP27B1	250.25
20	DQX1	132.0
20	DST	1579.5
20	EIF4ENIF1	1060.0
20	EXOG	477.5
20	FBXO9	994.5
20	FLNB	1351.0
20	GAS2	7.75
20	GMNN	213.5
20	HECTD3	991.25
20	HIF1AN	2351.5
20	HKDC1	53.0
20	IFIT2	82.75
20	IL18R1	444.25
20	ING3	426.25
20	ISCU	619.75
20	ITM2B	2571.5
20	KCNA3	1603.25
20	KIZ	288.25
20	KLF7	2662.75
20	KLF9	953.75
20	L3MBTL3	1070.75
20	MAEA	974.75
20	MBP	2289.5
20	MED23	2209.0
20	MIA3	1959.5
20	MMEL1	95.0
20	MRPL33	154.75
20	MTAP	1615.5
20	MX1	1497.75
20	NAV1	802.0
20	NKAPL	6.0
20	NOD1	150.25
20	ORMDL3	829.75
20	PDGFRA	24.25
20	PINLYP	112.25
20	PITPNM2	739.75
20	PLAA	1294.5
20	PPFIBP2	137.0
20	PXK	1196.25
20	PYM1	407.25
20	RAB7A	14799.5
20	RABAC1	420.75
20	RABL6	1510.0
20	RFX8	8.0
20	RNPC3	2238.75
20	RPS11	16230.0
20	RRS1	566.5
20	SLC11A2	1904.75
20	SLC36A4	761.75
20	SMU1	2827.5
20	SPRTN	256.5
20	TBC1D1	1435.5
20	TDRD3	649.75
20	TMEM132A	93.5
20	TRAF3	3634.0
20	TUBA1B	40001.5
20	UBXN11	580.0
20	WBP1	957.5
20	ZC3H10	395.5
20	ZDHHC6	983.75
20	ZNF200	901.75
20	ZNF436	104.0
21	ADAT1	570.75
21	AGA	243.75
21	ALKBH3	177.5
21	AMIGO1	641.75
21	ARHGAP9	2610.5
21	ART3	491.25
21	C1orf105	1.75
21	CASP2	5591.75
21	CD247	2047.75
21	CNPPD1	986.5
21	COTL1	2777.25
21	DUS2	261.5
21	E2F5	696.25
21	ECHDC3	11.0
21	FAM24B	57.25
21	FAM76B	520.5
21	FBXL5	562.5
21	FUT8	1794.75
21	GALC	1207.0
21	HERC3	1984.5
21	HEXIM2	54.0
21	HLF	347.75
21	HNRNPH1	20557.75
21	HSPA8	31440.75
21	IFT57	327.5
21	IRGQ	2301.0
21	JADE1	1824.5
21	KLHL12	407.25
21	MAP3K12	2872.75
21	MDM4	12145.75
21	MSL3	2274.75
21	MTMR10	1418.25
21	NAP1L1	10801.0
21	NELL2	4895.5
21	OGG1	857.0
21	OR10J1	92.5
21	OXA1L	1297.0
21	PHF13	71.5
21	PJA2	1736.5
21	PLIN2	731.5
21	POR	351.5
21	PTGER4	1722.75
21	PUM3	1248.5
21	RALGPS1	271.0
21	RNF214	820.0
21	RPL37	11967.25
21	SEL1L3	651.5
21	SELPLG	5435.75
21	SIDT1	1701.0
21	SNAPIN	96.0
21	SRSF3	8767.25
21	SYNE3	1936.25
21	TM9SF1	329.75
21	TMEM263	2040.75
21	TNRC6B	5642.5
21	TRIM22	2626.25
21	TSPAN5	614.75
21	TSSK4	327.25
21	U2SURP	2671.25
21	VPS37C	292.0
21	WDR48	729.5
21	WNT5B	1.0
21	XIRP1	315.75
21	ZNF121	3759.5
21	ZNF432	603.25
22	ABL2	1947.25
22	AGPAT4	373.75
22	AHCYL2	844.5
22	ALDH4A1	62.75
22	ALDH8A1	105.75
22	AP4B1	956.5
22	ARMC5	570.0
22	BOD1	324.75
22	BTAF1	4198.25
22	CARD16	85.75
22	CBLB	2504.5
22	CDKN2AIPNL	289.25
22	CGN	28.0
22	CLECL1	77.5
22	CNPY3	1047.0
22	COQ7	133.0
22	CREBBP	7325.5
22	CTRL	86.0
22	DCP2	968.0
22	DLGAP5	64.0
22	ESM1	5.25
22	GBP1	2384.75
22	GJA10	8.75
22	GNPDA1	781.5
22	GOLGB1	2132.25
22	GSTA4	37.5
22	HINT3	559.5
22	HLA-G	3.5
22	HMGB2	1027.25
22	IGF2BP3	218.0
22	MBOAT4	33.75
22	MKKS	163.25
22	MYO1A	14.75
22	NBN	652.5
22	OARD1	774.75
22	PEX19	502.75
22	PGM1	368.25
22	PLB1	13.0
22	PSMB1	604.5
22	R3HDM2	5035.25
22	RAB8B	4019.5
22	RFX2	273.75
22	RHBDD1	666.75
22	RMND1	594.75
22	SAMD9	290.75
22	SERTAD2	1514.25
22	SLC25A44	3661.75
22	SLC38A1	10500.75
22	SLC4A5	415.0
22	SORT1	229.5
22	STK33	295.75
22	STX19	3.5
22	SUSD6	3659.75
22	SV2A	189.75
22	TCP1	8712.25
22	TGFB3	190.5
22	TMEM68	708.25
22	TRAF5	2998.75
22	TSTD1	318.5
22	UBXN4	1146.0
22	UQCRC2	2983.25
22	VOPP1	1747.25
22	WSCD1	3.75
22	YOD1	300.0
22	ZBTB11	1310.0
22	ZC3H12A	843.5
22	ZDHHC5	1223.5
23	AAAS	2411.0
23	ABCC1	2251.75
23	ART4	120.5
23	ASB2	135.25
23	ASB8	800.5
23	BCLAF1	10769.0
23	C7orf25	86.0
23	CCDC34	408.75
23	CD84	2153.0
23	CELF1	4989.75
23	CEP120	2785.5
23	CSTF1	1237.75
23	CUL2	986.75
23	DIAPH1	6861.25
23	DYRK2	7836.5
23	ECH1	2171.25
23	FAM102A	12412.75
23	FBLN7	838.75
23	GLB1L2	283.25
23	IL16	3291.25
23	IL27RA	2039.75
23	KLHL6	3796.25
23	LEMD2	891.25
23	LGALS8	5378.75
23	LIPC	119.0
23	LIX1	55.0
23	LPIN2	2071.75
23	MAP2K4	895.5
23	MR1	1027.5
23	MTRR	1570.0
23	NAT10	4291.5
23	NEURL3	14.25
23	NUP98	6298.0
23	PLEKHF1	99.25
23	SDCBP2	10.25
23	SGO1	429.0
23	SLC35B1	963.75
23	SLC38A9	218.75
23	SLC4A7	1238.5
23	SMC3	1357.5
23	SQSTM1	2039.75
23	TMEM14A	160.0
23	TMSB4X	3545.25
23	TNFRSF1B	4228.5
23	TPI1	3686.0
23	TRAF3IP3	3142.25
23	TRIM41	1514.25
23	WDR89	607.25
23	ZBTB39	1111.25
23	ZNF226	330.75
24	ABCA3	185.75
24	ACAP1	2491.75
24	AGAP2	1748.75
24	AKT3	1921.25
24	ANXA1	1605.5
24	ARHGEF6	4269.75
24	ARL6IP5	2069.0
24	ARRDC3	1620.0
24	BLM	491.5
24	C11orf54	517.5
24	CCDC90B	2346.5
24	CCNC	1995.75
24	CD3G	13559.5
24	CHD6	2711.25
24	DTHD1	63.75
24	EIF2AK3	126.5
24	GLA	434.25
24	GSG1	479.0
24	GTF2A1	5899.5
24	HLA-DQB1	735.75
24	HMGCS1	1623.0
24	IBTK	1320.0
24	INTS10	1294.0
24	INTS8	1556.5
24	KLRB1	365.0
24	LCP2	11966.0
24	LXN	70.5
24	MAPK6	1864.5
24	MKNK1	1291.75
24	N4BP2L2	2328.5
24	NEK9	1831.25
24	NLRC5	4222.25
24	NUP85	696.75
24	P2RY14	38.5
24	PIP5K1B	9.75
24	PISD	1029.25
24	PKD1L1	261.75
24	PRICKLE4	6.25
24	RALA	362.75
24	RANBP9	1914.25
24	RNF145	961.5
24	RPGRIP1	10.75
24	RPL41	63205.0
24	S100A4	228.5
24	SASH3	1628.0
24	SERPINB6	1130.5
24	SF3B4	1131.0
24	SLC25A25	415.25
24	SMCHD1	4188.25
24	SNX27	8557.75
24	SPRY1	558.75
24	TACC1	8159.0
24	TAOK3	1965.75
24	TBC1D23	636.75
24	TCF20	4386.0
24	THADA	2493.75
24	TNFSF4	43.25
24	TRAT1	3608.0
24	UBA1	8898.25
24	USP36	5529.0
24	ZNF345	642.5
25	ABHD10	1060.75
25	AHCYL1	2690.5
25	AJUBA	81.0
25	ATP11B	3542.0
25	C12orf73	334.0
25	CDK7	571.25
25	CRYBG3	163.25
25	CTNNAL1	30.5
25	CYTH1	6014.25
25	DENND4A	1368.5
25	DENND4B	5122.75
25	DNAJC5B	156.75
25	ECHDC1	1326.75
25	ELF2	2305.5
25	EPC1	2018.25
25	EPG5	1168.5
25	ESYT1	6408.75
25	FBXW7	2298.25
25	FCRL2	121.25
25	FGFBP3	60.25
25	FITM1	23.25
25	HBP1	3209.5
25	HDLBP	4996.25
25	HINFP	1713.75
25	HMGB1	3061.25
25	HOXB2	118.25
25	KATNBL1	808.5
25	LRIF1	318.0
25	LRRC23	23.0
25	LRTOMT	1349.75
25	MEF2D	5105.75
25	METTL6	313.0
25	MTMR11	20.75
25	NOG	98.0
25	PDLIM2	779.25
25	PRPSAP2	402.5
25	PSMD13	2750.5
25	RER1	1092.0
25	RFTN1	4654.5
25	RIPK3	379.5
25	RPS6KB2	1282.5
25	RRM2	748.25
25	SAMD13	5.0
25	SIDT2	1356.75
25	SP140L	2583.5
25	STAP1	56.0
25	SUDS3	697.0
25	SYNRG	2637.5
25	TGFBR2	4315.5
25	THAP2	264.0
25	TMPO	3683.75
25	TSPAN1	6.5
25	UBE3A	1412.25
25	VPS11	1793.5
25	ZEB1	2858.75
25	ZNF37A	2910.75
26	ACSL5	1340.0
26	AK9	622.0
26	ANTXR2	965.25
26	APOA2	6.0
26	B2M	6762.5
26	BCL9	2071.75
26	CIC	1601.5
26	CPED1	29.5
26	CRYGS	45.0
26	DDX23	1595.25
26	DENND2D	2027.25
26	GALNT7	909.75
26	GPA33	435.5
26	HEG1	543.5
26	HLA-DRA	286.5
26	IFRD1	867.5
26	IL6ST	16351.75
26	LRIG1	1165.25
26	MAPK1	5844.5
26	MGAT4A	1193.0
26	MIS18BP1	744.25
26	MPDU1	883.25
26	MRPL53	341.0
26	MTRNR2L6	248154.5
26	NDE1	1329.25
26	PAN2	1301.0
26	PCCA	1801.75
26	PHTF2	1070.75
26	PPP1R10	3933.5
26	PRDM8	252.0
26	PSMA7	2775.25
26	RSC1A1	212.5
26	SCML4	1846.75
26	SF1	9127.5
26	SIRPB1	154.5
26	SLC2A3	3630.5
26	STIL	271.75
26	TAPBPL	799.25
26	TAX1BP1	2117.0
26	TLR10	105.5
26	TMEM70	188.0
26	TOM1L2	540.0
26	TUT1	470.75
26	UBE2D3	40025.5
26	ZNF248	264.25
27	AFAP1	476.75
27	ALAD	790.25
27	BBIP1	1694.25
27	BSCL2	96.0
27	BTN1A1	3.5
27	CASP4	860.0
27	CCNB1	104.5
27	CFL1	2566.25
27	CRTAM	288.5
27	DEF6	1944.75
27	GCC2	2089.25
27	GPRC5B	39.25
27	HDDC2	781.5
27	ILF2	3438.5
27	INSL6	134.5
27	KIAA1109	2243.0
27	LDHA	23208.25
27	LNPEP	4684.5
27	MAP3K19	5.0
27	MEAF6	1027.75
27	MED15	4042.5
27	MGAT1	1035.5
27	MRO	127.5
27	MYNN	322.75
27	PRKRIP1	1094.75
27	SEC23B	997.25
27	SERINC3	4061.5
27	SERPINB1	438.75
27	SETD9	56.0
27	SLA	4581.5
27	SMNDC1	829.25
27	SSX2IP	125.5
27	TMEM63A	4258.25
27	TRAPPC8	724.0
27	TSPAN31	620.5
27	UBALD2	1698.5
27	XPO1	6244.5
27	ZBTB20	3644.25
27	ZNF385A	198.0
27	ZNF609	4011.0
27	ZNF782	236.25
27	ZNF831	394.0
28	ADSL	1223.0
28	AGFG2	3151.5
28	ARHGEF7	1922.25
28	C2orf42	357.5
28	C5	84.75
28	CCR2	95.75
28	CDC42EP3	960.75
28	CKAP2	316.5
28	COMMD3	176.0
28	COQ2	326.75
28	CSTF3	3142.25
28	DECR1	291.5
28	EIF4A1	5939.0
28	EIF4EBP3	22.25
28	EML3	894.5
28	EZH2	1717.25
28	FAM167B	0.75
28	HIVEP1	4278.75
28	HMBS	194.75
28	IKBKB	2406.25
28	IL10RB	579.5
28	IL24	626.5
28	KCNJ15	175.0
28	LSG1	1081.75
28	MAP3K9	540.75
28	METTL15	618.25
28	MMAA	661.0
28	NECAP1	1880.25
28	NET1	881.75
28	OSGEPL1	297.25
28	PCGF5	2388.5
28	PIGN	17267.25
28	PTPRE	848.25
28	RAD17	673.75
28	RBM27	1676.0
28	RPL26	833.0
28	RSPH3	602.0
28	SEL1L	4642.25
28	SIPA1L1	1940.5
28	SLC22A5	721.25
28	TAGAP	2172.75
28	TCERG1	6924.75
28	TMEM19	580.5
28	TOP2A	231.75
28	TOR3A	364.25
28	TTC23	141.25
28	ZC3H13	5074.25
28	ZFC3H1	4006.25
28	ZNF706	454.25
29	ATMIN	2029.75
29	C12orf10	767.5
29	C19orf57	53.5
29	C4orf3	774.75
29	CARNMT1	720.5
29	CASS4	316.25
29	CCNE1	143.0
29	CD47	5966.75
29	CH25H	4.0
29	CLIP4	1854.25
29	CXCR6	211.25
29	DDAH2	29.75
29	DTWD2	668.5
29	ERAL1	496.75
29	FAM234A	276.25
29	FAM78A	1670.5
29	FLAD1	722.5
29	GALM	798.5
29	GPCPD1	1034.0
29	GRAP2	3120.25
29	GRB2	3823.75
29	HNRNPUL1	12808.25
29	HOXC4	11.75
29	ICOS	8707.0
29	IFIT3	405.75
29	ITPKB	1561.75
29	KLHL3	895.0
29	LTN1	858.25
29	MAML3	140.75
29	MFSD6	1858.5
29	MLLT10	2032.75
29	MVP	1435.25
29	NDUFA5	424.75
29	NME1	1084.0
29	PIK3CB	933.5
29	PRR5L	478.25
29	PSMG1	615.5
29	RBM23	2361.75
29	RNF14	475.75
29	S100A11	3460.75
29	STK24	3181.25
29	SYNE1	3182.0
29	TDRKH	270.75
29	ZNF222	25.5
30	ALG14	787.75
30	CASP8	2632.75
30	CD28	9913.5
30	CTC1	1975.5
30	CTNND1	271.5
30	DAD1	1275.0
30	F5	6849.0
30	GAB2	296.75
30	GBP7	30.0
30	GNS	875.25
30	GPR84	4.0
30	ID3	72.5
30	ITPRIP	481.5
30	LTA4H	2188.75
30	MBD6	898.5
30	MOCS2	323.0
30	MPZ	157.25
30	NR4A3	608.5
30	NUDT4	6197.75
30	PHLDB2	258.25
30	PRKAG1	948.75
30	RAD18	680.25
30	RGS12	422.75
30	RPS12	7762.0
30	SARAF	7251.5
30	SNTB1	1105.25
30	STAT4	2237.0
30	TBCC	120.75
30	TNIK	1602.75
30	TTC1	1604.75
30	UBAP2L	9235.5
30	UEVLD	786.75
30	USP34	4110.75
31	BTLA	346.75
31	CCDC142	415.0
31	COA1	1913.25
31	COX20	1250.5
31	CUL3	1397.25
31	DCDC2B	100.0
31	FXR1	2808.25
31	GDPD5	622.75
31	IRF8	7023.75
31	KRR1	840.0
31	LEKR1	17.0
31	MBNL2	686.0
31	MYL12B	897.75
31	NDUFC1	81.5
31	NOL8	2638.0
31	NXPE3	879.75
31	PHF7	70.0
31	PI4KB	1277.75
31	PPIP5K2	1238.0
31	RAB27A	3037.75
