GeneName	CD4_mean
AC104162.1	70.25
AC104164.1	1.5
AC104212.3	3.25
AC104306.1	7.5
AC104333.2	0.5
AC104333.3	1.25
AC104339.1	22.5
AC104389.5	603.5
AC104446.2	12.75
AC104452.1	29.0
AC104455.1	0.0
AC104472.2	1.75
AC104472.3	67.0
AC104563.1	9.5
AC104581.1	0.25
AC104619.1	1.25
AC104619.3	13.25
AC104634.1	0.75
AC104692.1	6.0
AC104692.2	24.0
AC104759.1	0.25
AC104763.1	2.25
AC104763.2	8.5
AC104772.1	137.25
AC104837.1	13.0
AC104843.1	0.5
AC104849.1	1.5
AC104966.1	6.5
AC104978.1	64.75
AC104982.3	0.5
AC104986.1	4.25
AC104996.2	1.75
AC104996.3	4.25
AC105036.1	0.5
AC105052.1	2.0
AC105052.2	2.75
AC105052.3	28.5
AC105129.1	25.0
AC105129.3	4.5
AC105137.1	87.5
AC105233.2	137.0
AC105233.5	3.0
AC105250.1	1.5
AC105339.1	60.5
AC105429.2	2.25
AC105910.1	2.75
AC106707.2	14.5
AC106782.1	360.5
AC106782.4	2.0
AC106782.6	1.0
AC106795.1	6.5
AC106795.4	80.5
AC106800.1	3.5
AC106800.2	1.0
AC106800.4	2.0
AC106820.1	10.75
AC106865.1	925.25
AC106872.2	2.25
AC106886.1	4.5
AC106886.6	655.0
AC107032.1	0.25
AC107081.3	2.25
AC107398.1	6.75
AC107626.1	2.5
AC107871.1	56.25
AC107918.4	94.0
AC107956.1	3.75
AC107956.2	12.25
AC107982.1	0.0
AC108022.2	1.25
AC108039.1	0.5
AC108059.2	1.75
AC108108.1	201.0
AC108161.1	2.0
AC108448.2	3.0
AC108471.1	15.75
AC108475.1	2.25
AC108676.2	12.75
AC108688.1	32.75
AC108693.1	19.0
AC108734.1	11.75
AC108734.2	0.0
AC108738.1	4.75
AC108751.5	1.0
AC109446.1	1.25
AC109446.2	1.5
AC109583.3	20.5
AC109583.4	0.0
AC109631.1	6.75
AC109635.3	1.5
AC109992.1	154.0
AC110056.1	1.75
AC110079.1	1683.75
AC110373.1	119.5
AC110602.1	0.5
AC110749.1	0.75
AC110926.1	466.75
AC110994.2	12.25
AC110994.3	6.25
AC110998.1	2.0
AC111200.1	144.25
AC112128.1	287.25
AC112173.1	22.5
AC112184.1	8.0
AC112191.1	41.0
AC112191.2	0.25
AC112206.4	1.5
AC112225.1	3.25
AC112497.2	30.0
AC112673.1	7.0
AC112694.1	2.25
AC112777.1	29.0
AC113191.1	82.5
AC113208.4	3.0
AC113348.1	1.5
AC113348.2	2.75
AC113367.1	0.5
AC113368.1	0.0
AC113398.1	3.0
AC113410.2	1.0
AC113554.1	2.25
AC113608.1	1.0
AC113935.1	12.0
AC114402.1	9.25
AC114402.2	78.5
AC114490.1	141.0
AC114490.2	397.25
AC114490.3	120.5
AC114495.1	0.0
AC114495.2	36.0
AC114728.1	1.0
AC114744.1	5.75
AC114755.2	3.75
AC114781.1	35.25
AC114781.3	2.75
AC114801.2	12.0
AC114801.3	18.5
AC114812.3	4.75
AC114878.2	29.5
AC114936.1	869.75
AC114947.1	2.75
AC114964.1	0.75
AC114982.1	6.0
AC114982.2	5.25
AC115115.1	19.75
AC115223.1	7.0
AC115621.1	3.75
AC115837.1	1.75
AC116337.1	2.0
AC116347.1	17.0
AC116353.6	18.5
AC116366.3	764.25
AC116533.1	39.25
AC116562.3	1173.25
AC117378.1	8.0
AC117382.1	94.5
AC117383.2	4.0
AC117529.1	143.25
AC117529.2	48.25
AC118281.1	141.75
AC118459.2	373.75
AC118465.1	21.0
AC118549.1	1376.5
AC118553.2	320.5
AC118758.1	7.75
AC119396.1	275.5
AC119751.3	0.0
AC119751.4	2.0
AC119751.5	3.5
AC120036.1	36.75
AC120057.2	0.25
AC120114.4	13.0
AC121251.1	6.5
AC121334.1	1.75
AC121758.2	278.75
AC122713.1	0.0
AC122714.1	18.75
AC122718.1	12.5
AC122718.2	29.0
AC124242.2	167.25
AC124283.4	4.75
AC124312.1	139.75
AC124856.1	2.75
AC124916.1	0.5
AC124916.2	3.25
AC124944.1	2.25
AC124944.2	668.25
AC124947.2	59.0
AC125611.2	1.75
AC125612.1	17.0
AC125807.1	5.0
AC126120.1	2.25
AC126124.1	2.25
AC126124.2	2.0
AC126283.2	0.0
AC126389.1	15.75
AC126603.1	25.5
AC126615.1	1.25
AC126615.2	0.25
AC126755.1	2860.5
AC126773.5	2.75
AC127024.1	0.75
AC127032.2	1.0
AC127032.3	0.0
AC127070.3	0.5
AC127502.1	60.5
AC127502.3	9.25
AC127526.3	1.5
AC129492.3	0.0
AC129492.6	3.5
AC130472.1	9.75
AC130689.1	3.25
AC130709.1	5.25
AC131056.2	59.0
AC131056.7	0.0
AC131160.1	15.0
AC131206.1	42.25
AC131235.2	5.25
AC131392.1	9.0
AC131392.2	55.0
AC132008.1	4.75
AC132008.2	440.75
AC132812.1	22.25
AC132825.1	7.75
AC132825.4	18.5
AC132825.5	1.25
AC132942.1	5.25
AC133435.1	5.0
AC133473.1	56.5
AC133539.1	2.0
AC133552.1	99.75
AC133552.2	5.25
AC133552.3	9.75
AC133552.4	10.5
AC133555.3	1.5
AC133555.4	39.5
AC133963.1	3.0
AC134050.1	18.5
AC134349.3	32.25
AC134669.1	26.5
AC134878.2	2.25
AC134879.2	0.0
AC134981.1	11.25
AC135050.2	28.5
AC135068.2	0.5
AC135068.9	46.0
AC135178.3	11.75
AC135279.2	19.75
AC135352.1	1.25
AC135506.1	54.0
AC135507.2	4.0
AC135628.1	0.5
AC135721.1	6.25
AC135721.2	2.5
AC135983.3	699.75
AC135983.4	18.0
AC135983.5	65.75
AC135983.6	4.25
AC136352.8	40.25
AC136475.10	30.0
AC136616.2	0.0
AC136618.2	4.0
AC136624.3	3.75
AC136628.3	1.5
AC136632.1	19.25
AC136632.2	11.75
AC136687.2	812.75
AC136944.3	28.0
AC137499.1	0.0
AC137630.5	24.25
AC137834.1	226.0
AC138035.3	0.0
AC138207.3	0.5
AC138207.6	26.0
AC138207.8	45.75
AC138207.9	78.5
AC138356.2	2.75
AC138393.1	445.25
AC138409.1	146.0
AC138409.2	465.0
AC138649.2	0.5
AC138696.1	6.5
AC138749.6	15.5
AC138811.2	433.75
AC138832.2	11.25
AC138866.2	0.0
AC138894.1	291.5
AC138907.5	0.5
AC138932.1	3.75
AC138951.1	17.25
AC138969.1	1239.25
AC138969.3	0.0
AC139103.1	1.75
AC139143.1	1.25
AC139256.2	1997.0
AC139451.1	50.75
AC139491.5	195.75
AC139491.6	3.5
AC139491.7	226.0
AC139494.1	1931.25
AC139495.1	19.75
AC139495.2	57.0
AC139677.2	570.25
AC139677.4	0.5
AC139713.1	0.0
AC139769.1	81.5
AC139795.1	432.5
AC140076.1	15.25
AC140479.2	3.75
AC141272.1	0.0
AC141557.1	7.5
AC141557.2	0.25
AC141586.1	573.0
AC142381.1	0.0
AC142391.1	1.5
AC144530.1	29.25
AC144568.1	0.5
AC144573.1	199.25
AC145029.2	0.0
AC145212.1	163.25
AC145285.1	62.0
AC145285.5	7.0
AC146335.1	6.25
AC146507.1	0.0
AC146507.2	19.25
AC183084.2	115.25
AC209007.1	7.0
AC211429.2	5.0
AC211476.10	0.0
AC211476.3	12.25
AC211476.5	6.5
AC211476.8	211.75
AC211485.1	49.5
AC211486.1	189.25
AC213203.1	0.0
AC217769.1	16.75
AC229888.1	7.0
AC231533.2	3.0
AC231657.3	7.75
AC233280.16	0.5
AC233282.1	34.5
AC233290.1	0.5
AC233755.1	7.75
AC233755.2	0.0
AC233964.1	4.75
AC233968.1	0.0
AC233992.2	34.5
AC234301.1	2.25
AC234301.3	0.5
AC234635.2	3.25
AC234635.3	38.25
AC234644.1	9.75
AC234778.1	0.5
AC234781.5	1.5
AC234782.1	2.0
AC234782.2	12.25
AC236040.3	16.0
AC237298.1	5.75
AC239367.3	3.25
AC239600.2	1.25
AC239618.2	0.25
AC239798.1	0.25
AC239800.3	14.5
AC239804.2	4.25
AC239859.1	0.25
AC240274.1	278.0
AC241377.3	1.0
AC241377.5	15.75
AC241520.1	7.75
AC241584.1	2.0
AC241585.3	4.0
AC241640.1	5.25
AC241640.2	0.0
AC241952.2	1527.25
AC242308.2	11.25
AC242376.2	781.25
AC242498.1	0.75
AC242528.1	0.0
AC242842.2	23.5
AC242842.3	101.0
AC243428.1	4.0
AC243547.3	355.5
AC243654.2	19.5
AC243660.7	5.0
AC243733.1	7.75
AC243772.3	93.0
AC243791.2	49.25
AC243791.3	115.25
AC243807.2	0.0
AC243829.3	0.0
AC243837.2	30.25
AC243837.4	24.25
AC243919.1	32.25
AC243922.2	0.0
AC243960.2	3.25
AC244033.1	1.0
AC244034.1	19.5
AC244093.1	17.25
AC244093.2	46.0
AC244131.3	19.25
AC244197.3	92.0
AC244258.1	50.25
AC244260.1	20.25
AC244394.1	2.25
AC244452.3	110.25
AC244489.1	4.25
AC244517.3	3.25
AC244636.2	12.25
AC244669.1	452.0
AC245049.2	733.5
AC245052.2	2.75
AC245060.4	180.25
AC245078.1	24.5
AC245078.3	60.25
AC245100.2	67.25
AC245100.4	515.5
AC245297.1	3.0
AC245452.1	0.0
AC245594.1	15.75
AC245690.1	2.0
AC245884.3	5.5
AC246785.2	9.75
AC246787.1	2.75
AC253572.1	10.5
AC254562.1	9.25
AC254813.1	577.0
AC254945.1	0.0
AC254960.2	5.5
AC255406.1	2.75
AC256203.1	23.75
AC256203.2	33.5
AC256236.2	399.25
AC270107.1	2.25
AC270107.9	12.25
AC270289.1	1.75
AC270293.1	2.5
AC275401.1	10.75
AC275401.4	5.25
AC275565.2	10.75
ACAA1	573.75
ACAA2	1402.25
ACACA	1909.75
ACACB	1657.5
ACAD10	366.5
ACAD11	433.75
ACAD8	1147.25
ACAD9	556.25
ACADL	24.25
ACADM	717.25
ACADS	97.0
ACADSB	1093.75
ACADVL	1629.25
ACAN	113.5
ACAP1	2491.75
ACAP2	3820.25
ACAP3	179.0
ACAT1	582.75
ACAT2	496.5
ACBD3	1390.5
ACBD4	230.0
ACBD5	796.0
ACBD6	794.5
ACBD7	1137.5
ACCS	164.25
ACD	778.25
ACE	147.75
ACE2	0.0
ACER1	129.75
ACER2	56.5
ACER3	440.0
ACIN1	5503.75
ACKR2	150.75
ACKR3	110.5
ACKR4	29.75
ACLY	2657.75
ACMSD	9.75
ACO1	449.5
ACO2	761.5
ACOT1	37.75
ACOT11	1153.0
ACOT13	1139.75
ACOT2	229.0
ACOT4	43.75
ACOT7	1279.25
ACOT8	163.0
ACOT9	1000.0
ACOX1	777.75
ACOX2	1.75
ACOX3	248.75
ACOXL	213.25
ACP1	1148.0
ACP2	220.5
ACP3	48.0
ACP4	28.0
ACP5	107.5
ACP6	331.75
ACP7	154.75
ACRBP	27.75
ACRV1	44.5
ACSBG1	448.75
ACSBG2	15.75
ACSF2	67.0
ACSF3	2466.25
ACSL1	851.5
ACSL3	1143.25
ACSL4	1922.5
ACSL5	1340.0
ACSL6	941.0
ACSM1	2.75
ACSM2A	330.75
ACSM2B	80.0
ACSM3	78.0
ACSM5	4.25
ACSM6	12.25
ACSS1	653.25
ACSS2	283.25
ACSS3	47.25
ACTA1	6.25
ACTA2	260.5
ACTB	55244.25
ACTBP1	2.75
ACTBP11	3.5
ACTBP12	0.25
ACTBP13	6.25
ACTBP14	2.75
ACTBP2	5.75
ACTBP6	0.75
ACTBP7	2.25
ACTBP8	3.5
ACTBP9	3.75
ACTC1	0.25
ACTG1	7703.5
ACTG1P1	1.0
ACTG1P10	19.0
ACTG1P12	1.5
ACTG1P14	51.5
ACTG1P15	1.5
ACTG1P16	0.5
ACTG1P17	104.25
ACTG1P19	1.5
ACTG1P2	17.25
ACTG1P20	13.25
ACTG1P21	1.5
ACTG1P22	3.25
ACTG1P23	1.5
ACTG1P24	0.75
ACTG1P3	57.75
ACTG1P9	166.5
ACTG2	216.75
ACTL10	26.25
ACTL6A	1353.25
ACTL7A	5.75
ACTN1	2541.0
ACTN2	2.75
ACTN4	10785.25
ACTR10	691.25
ACTR1A	1443.75
ACTR1AP1	2.5
ACTR1B	2087.25
ACTR2	11096.75
ACTR3	11801.25
ACTR3B	1337.0
ACTR3BP4	7.75
ACTR3C	341.25
ACTR5	187.75
ACTR6	287.5
ACTR8	518.25
ACTRT3	5.5
ACVR1	552.5
ACVR1B	589.5
ACVR1C	243.5
ACVR2A	391.75
ACVR2B	627.75
ACVRL1	22.5
ACY1	600.0
ACY3	3.0
ACYP1	225.0
ACYP2	801.0
AD000091.1	0.0
AD000671.1	0.0
AD000671.2	47.5
ADA	193.75
ADA2	1877.0
ADAD1	15.5
ADAD2	15.0
ADAL	302.75
ADAM10	14055.0
ADAM11	4.75
ADAM12	118.5
ADAM15	389.5
ADAM17	1820.5
ADAM19	2433.5
ADAM1B	223.5
ADAM20	12.5
ADAM20P1	10.5
ADAM21	3.5
ADAM22	282.0
ADAM23	92.0
ADAM28	18.75
ADAM29	99.75
ADAM32	850.25
ADAM33	7.0
ADAM3A	36.25
ADAM8	500.0
ADAM9	165.0
ADAMTS1	93.0
ADAMTS10	91.5
ADAMTS13	7.0
ADAMTS16	15.75
ADAMTS17	399.5
ADAMTS2	37.0
ADAMTS4	739.0
ADAMTS6	33.0
ADAMTS7	9.25
ADAMTS7P1	24.0
ADAMTS7P3	353.5
ADAMTS7P4	45.75
ADAMTS8	3.75
ADAMTS9	17.5
ADAMTSL2	32.0
ADAMTSL3	5392.75
ADAMTSL4	139.0
ADAMTSL5	273.5
ADAP1	170.0
ADAP2	11.0
ADAR	13712.5
ADARB1	1948.75
ADARB2	112.5
ADAT1	570.75
ADAT2	1818.75
ADAT3	26.0
ADCK1	189.5
ADCK2	186.5
ADCK5	157.75
ADCY1	82.0
ADCY10	2.75
ADCY10P1	163.25
ADCY2	380.25
ADCY3	947.25
ADCY4	135.5
ADCY5	49.25
ADCY6	31.0
ADCY7	2006.25
ADCY9	571.0
ADCYAP1R1	2.0
ADD1	3684.25
ADD2	792.5
ADD3	8211.5
ADGB	97.0
ADGRA2	31.25
ADGRA3	814.75
ADGRB1	15.0
ADGRB2	3.5
ADGRD1	51.75
ADGRD2	552.25
ADGRE1	101.25
ADGRE2	303.75
ADGRE3	6.75
ADGRE4P	196.0
ADGRE5	6981.75
ADGRF1	448.75
ADGRF2	18.75
ADGRF3	73.5
ADGRF5P1	1.0
ADGRG1	331.25
ADGRG2	597.75
ADGRG3	15.5
ADGRG4	2.5
ADGRG5	227.25
ADGRG6	12.25
ADGRL1	2487.25
ADGRL2	0.25
ADGRV1	2033.75
ADH1B	101.25
ADH4	168.75
ADH5	767.0
ADH6	14.25
ADH7	3.25
ADHFE1	156.0
ADI1	1219.0
ADIPOQ	164.5
ADIPOR1	3136.5
ADIPOR2	544.0
ADIRF	0.25
ADK	460.0
ADM	0.0
ADM2	237.5
ADM5	84.25
ADNP	1315.25
ADNP2	1887.5
ADO	266.5
ADORA1	0.0
ADORA2A	342.75
ADORA2B	32.0
ADORA2BP1	5.25
ADPGK	2523.25
ADPRH	106.25
ADPRHL1	88.25
ADPRM	117.25
ADPRS	207.0
ADRA1A	416.5
ADRB2	60.5
ADRB3	21.25
ADRM1	1947.5
ADSL	1223.0
ADSS1	127.25
ADSS2	651.25
ADTRP	442.0
AEBP1	842.5
AEBP2	2602.0
AEN	944.75
AF107885.1	116.25
AF131215.1	17.5
AF131216.2	7.0
AF201337.1	5.5
AF213884.1	7.75
AF228730.5	204.25
AF274858.1	85.5
AF279873.2	2.5
AFAP1	476.75
AFAP1L1	11.0
AFAP1L2	12.25
AFDN	1692.75
AFF1	4759.25
AFF2	145.0
AFF3	1211.75
AFF4	3690.75
AFG1L	98.75
AFG3L1P	1310.0
AFG3L2	756.5
AFMID	1871.25
AFTPH	2607.25
AGA	243.75
AGAP1	81.5
AGAP10P	29.0
AGAP12P	78.25
AGAP14P	5.0
AGAP2	1748.75
AGAP3	384.0
AGAP4	382.75
AGAP5	359.25
AGAP6	1197.0
AGAP7P	86.5
AGAP9	167.75
AGBL1	42.75
AGBL2	86.25
AGBL3	94.0
AGBL4	76.75
AGBL5	388.25
AGER	377.5
AGFG1	5271.0
AGFG2	3151.5
AGGF1	898.75
AGGF1P1	7.5
AGGF1P2	14.25
AGK	2377.75
AGL	1036.0
AGMAT	754.75
AGMO	187.5
AGO1	2755.5
AGO2	17279.75
AGO3	3415.25
AGO4	352.25
AGPAT1	960.5
AGPAT2	45.0
AGPAT3	3333.5
AGPAT4	373.75
AGPAT5	1024.0
AGPS	1496.75
AGRN	128.75
AGRP	1.5
AGTPBP1	600.0
AGTRAP	34.0
AGXT	154.5
AHCTF1	3008.75
AHCTF1P1	38.75
AHCY	743.75
AHCYL1	2690.5
AHCYL2	844.5
AHCYP2	3.5
AHDC1	320.75
AHI1	599.5
AHNAK	18251.25
AHNAK2	3.0
AHR	2970.75
AHRR	274.0
AHSA1	2324.5
AHSA2P	3330.5
AHSG	0.0
AHSP	0.0
AICDA	153.75
AIDA	1018.25
AIDAP2	17.5
AIF1	268.75
AIF1L	20.5
AIFM1	1066.5
AIFM2	215.0
AIFM3	8.5
AIG1	342.75
AIG1P1	32.25
AIM2	551.5
AIMP1	749.75
AIMP2	350.0
AIP	489.25
AIPL1	290.0
AIRE	71.5
AJAP1	19.0
AJM1	12.75
AJUBA	81.0
AK1	76.25
AK2	4334.75
AK2P2	4.25
AK3	771.0
AK3P3	8.75
AK3P5	16.75
AK4	181.5
AK4P4	3.75
AK5	665.25
AK6	95.5
AK6P1	0.0
AK7	267.75
AK8	1.0
AK9	622.0
AKAP1	1117.75
AKAP10	722.75
AKAP11	3722.0
AKAP12	418.5
AKAP13	6729.75
AKAP14	2.25
AKAP17A	606.0
AKAP17BP	6.0
AKAP3	23.5
AKAP5	789.25
AKAP6	597.75
AKAP7	524.25
AKAP8	2540.75
AKAP8L	602.5
AKAP9	3957.25
AKIP1	676.5
AKIRIN1	1812.0
AKIRIN2	640.0
AKNA	7833.5
AKNAD1	55.0
AKR1A1	891.25
AKR1B1	1954.25
AKR1B10	76.25
AKR1B10P2	0.5
AKR1B15	879.75
AKR1B1P1	1.25
AKR1B1P7	0.25
AKR1C1	40.25
AKR1C2	77.25
AKR1C3	6.75
AKR1C4	3.5
AKR1C6P	4.0
AKR1C7P	10.75
AKR1C8P	5.75
AKR1D1	242.75
AKR1D1P1	6.5
AKR1E2	56.5
AKR7A2	83.5
AKR7A2P1	5.5
AKR7A3	12.0
AKR7L	47.0
AKT1	1115.25
AKT1S1	217.0
AKT2	4485.25
AKT3	1921.25
AKTIP	785.75
AL008627.1	1.5
AL009028.1	4.5
AL009174.1	0.75
AL020996.2	2.25
AL021068.1	1.0
AL021331.1	3.5
AL021407.1	4.0
AL021407.3	9.25
AL021546.1	0.0
AL021920.2	11.75
AL021937.2	12.25
AL022100.1	2.25
AL022237.1	2.0
AL022238.1	6.5
AL022238.4	92.0
AL022324.1	2.75
AL022324.2	13.75
AL022331.1	3.25
AL022334.1	304.5
AL022394.1	8.5
AL022400.1	4.5
AL022578.1	3.75
AL022722.1	1.75
AL023284.2	2.5
AL023284.3	0.75
AL023775.1	21.25
AL024509.3	0.5
AL031133.1	5.5
AL031274.1	1.0
AL031281.1	9.75
AL031282.1	576.0
AL031284.1	0.25
AL031315.1	268.5
AL031432.2	12.75
AL031577.1	3.5
AL031667.1	0.0
AL031667.2	5.5
AL031708.1	417.5
AL031727.1	46.75
AL031729.1	0.75
AL031733.1	0.75
AL031736.1	1.25
AL031736.2	0.0
AL031777.2	99.5
AL031846.1	26.25
AL031847.2	3.5
AL031864.1	5.0
AL031864.2	0.25
AL031985.2	0.75
AL033519.2	31.75
AL033519.3	1.25
AL033529.1	14.5
AL034370.1	1.0
AL034379.1	6.25
AL034397.1	0.25
AL034417.2	1.0
AL034418.1	32.75
AL034430.1	33.5
AL034430.2	0.0
AL035090.1	11.5
AL035398.1	7.25
AL035410.1	4.75
AL035411.1	1.25
AL035413.1	2.5
AL035417.2	1.75
AL035456.1	285.75
AL035461.2	8.0
AL035555.2	111.0
AL035685.1	4.0
AL049597.1	1.0
AL049629.2	0.0
AL049634.1	5.75
AL049634.2	0.25
AL049650.2	6.5
AL049697.1	14.0
AL049714.1	0.75
AL049733.1	3.0
AL049737.1	1.25
AL049758.1	29.0
AL049779.1	6.25
AL049779.2	6.75
AL049830.1	1.75
AL049830.4	26.25
AL049840.8	5.75
AL049844.1	1.75
AL049844.2	54.25
AL049844.3	4.5
AL049872.1	12.0
AL049873.1	1.75
AL049874.1	0.0
AL049874.2	1.5
AL050331.1	2.75
AL050341.1	0.75
AL078595.1	0.0
AL078604.1	2.0
AL078644.1	69.5
AL079341.2	33.75
AL080243.2	6.0
AL080243.4	2.75
AL096700.1	74.5
AL096701.1	12.5
AL096701.2	68.75
AL096711.2	395.25
AL096712.1	4.75
AL096800.1	2.5
AL096855.2	5.75
AL096870.1	0.25
AL109615.1	1.0
AL109618.1	6.75
AL109755.1	4.0
AL109766.1	0.0
AL109809.1	14.5
AL109809.3	7.0
AL109811.3	37.75
AL109827.1	12.5
AL109918.1	11.75
AL109918.2	1.5
AL109936.2	0.25
AL109983.1	0.25
AL117328.1	0.0
AL117339.4	125.0
AL117340.1	58.75
AL117342.1	53.5
AL117344.1	5.75
AL117351.1	0.25
AL117692.1	228.25
AL118556.3	2.0
AL118558.2	21.25
AL121594.1	124.0
AL121601.2	14.25
AL121753.1	14.0
AL121758.1	2.75
AL121769.1	1.25
AL121839.1	2.5
AL121845.3	41.5
AL121949.1	0.0
AL121952.1	3.75
AL121978.1	1.5
AL122001.1	3.25
AL122008.2	1.75
AL122013.1	2.0
AL122020.1	2.5
AL132640.3	1.25
AL132640.4	3.0
AL132671.2	0.0
AL132765.1	6.25
AL132777.1	3.25
AL132780.3	0.0
AL132838.1	5.0
AL132838.2	4.25
AL133163.1	0.25
AL133216.2	316.75
AL133241.1	3.5
AL133260.1	8.25
AL133268.1	2.5
AL133318.1	843.25
AL133338.2	1.0
AL133352.1	121.5
AL133353.2	69.5
AL133368.1	20.75
AL133380.1	11.0
AL133384.1	5.5
AL133406.1	8.25
AL133412.1	1.75
AL133500.1	169.5
AL133517.1	9.0
AL135786.1	10.25
AL135905.2	2050.25
AL135929.1	0.0
AL135929.2	0.0
AL136038.2	0.75
AL136038.6	41.5
AL136097.1	6.0
AL136116.1	1.5
AL136116.3	2.75
AL136126.1	1.75
AL136146.1	0.25
AL136226.1	0.5
AL136295.1	1.0
AL136295.3	0.75
AL136295.4	19.75
AL136295.5	384.5
AL136298.2	9.75
AL136310.1	8.25
AL136380.1	221.75
AL136531.2	2.25
AL136968.1	7.0
AL136968.2	1.25
AL136981.1	0.25
AL136981.2	146.0
AL136981.4	3.5
AL136982.4	5.75
AL137000.1	0.0
AL137058.1	2.25
AL137074.1	8.75
AL137077.1	3.5
AL137161.1	10.25
AL137222.1	12.25
AL137779.3	99.75
AL137784.1	2.25
AL137798.3	2.0
AL137803.1	65.75
AL137845.1	138.25
AL137845.2	0.0
AL138479.1	9.25
AL138686.2	2.25
AL138693.1	1.0
AL138709.1	46.5
AL138721.1	18.5
AL138752.1	4.0
AL138752.2	26.25
AL138785.2	2.5
AL138787.1	3.25
AL138847.1	1.0
AL138878.1	0.5
AL138880.1	4.75
AL138880.2	5.0
AL138895.2	1.5
AL138963.3	1.75
AL139011.2	36.5
AL139039.2	4.25
AL139082.2	40.25
AL139095.2	8.0
AL139099.4	2.0
AL139100.2	3.5
AL139128.1	37.25
AL139132.1	4.5
AL139156.1	6.25
AL139156.2	3.5
AL139156.3	0.25
AL139174.1	4.0
AL139184.1	9.5
AL139220.1	112.25
AL139260.3	1280.0
AL139274.1	76.0
AL139300.1	32.25
AL139317.4	1.75
AL139344.1	0.25
AL139353.1	366.75
AL139353.3	7.25
AL139400.1	4.5
AL139415.1	4.0
AL139421.1	0.25
AL139805.1	0.75
AL139811.1	50.0
AL157384.1	7.25
AL157392.5	84.25
AL157712.1	353.5
AL157791.1	16.25
AL157791.2	21.25
AL157871.3	49.5
AL157884.3	2.75
AL157935.3	480.5
AL157938.1	4.5
AL158068.1	4.75
AL158156.1	6.25
AL158201.1	0.5
AL158207.1	11.5
AL158801.1	10.5
AL158801.6	4.75
AL158823.1	0.25
AL158827.1	3.0
AL158844.1	12.75
AL159163.1	3.5
AL160175.1	3.0
AL160269.1	4.25
AL160272.2	79.75
AL160275.2	8.25
AL160287.1	12.75
AL161420.1	19.75
AL161454.1	3.5
AL161636.2	0.0
AL161670.2	364.25
AL161672.1	1.0
AL161742.1	1.25
AL161781.1	1.0
AL161787.1	70.75
AL161909.1	3.5
AL161911.1	5.75
AL162231.1	45.75
AL162231.3	0.0
AL162311.2	13.5
AL162377.3	9.5
AL162430.2	37.75
AL162431.2	39.75
AL162431.3	9.75
AL162578.1	13.25
AL162615.1	79.0
AL162726.3	86.5
AL162730.1	1.75
AL163193.1	7.5
AL163540.1	0.0
AL163636.2	0.0
AL163973.1	0.5
AL352979.3	3.75
AL353572.2	11.25
AL353579.1	3.5
AL353588.1	86.0
AL353597.2	19.5
AL353621.1	1.75
AL353625.1	233.5
AL353662.1	48.5
AL353662.2	24.25
AL353662.3	33.5
AL353678.1	5.0
AL353691.1	19.25
AL353691.2	35.25
AL353705.1	0.75
AL353729.2	22.0
AL353743.1	139.0
AL353743.3	3.0
AL353748.2	7.25
AL353754.1	10.75
AL353807.1	7.75
AL353807.3	20.75
AL353807.4	2.5
AL353898.1	1.25
AL353898.2	209.75
AL354710.1	0.75
AL354718.1	2.0
AL354794.2	11.25
AL354798.1	8.75
AL354822.1	171.5
AL354855.1	2.75
AL354868.1	1.25
AL354893.1	3.25
AL354941.1	1.5
AL354943.1	10.25
AL354983.1	6.0
AL355032.1	2.0
AL355102.2	3.5
AL355312.6	136.0
AL355315.1	33.25
AL355355.1	106.5
AL355355.2	1.5
AL355365.1	2.75
AL355377.1	18.5
AL355472.1	3.75
AL355480.3	2.5
AL355480.4	2.25
AL355802.1	64.5
AL355864.1	3.75
AL355864.2	21.5
AL355877.1	1.75
AL355877.2	46.5
AL355916.3	346.75
AL355922.2	0.0
AL355987.1	0.0
AL355994.4	15.75
AL356000.1	1.5
AL356057.1	11.25
AL356218.1	0.75
AL356234.1	6.25
AL356235.1	2164.0
AL356273.4	20.0
AL356276.2	2.5
AL356317.1	42.5
AL356320.1	2.0
AL356320.2	26.5
AL356423.1	13.5
AL356432.2	0.0
AL356432.3	4.0
AL356432.4	8.25
AL356432.6	2.25
AL356488.1	34.25
AL356575.1	8.25
AL356583.3	0.0
AL356583.4	0.0
AL356653.1	1.25
AL356776.1	2.75
AL356801.1	2.75
AL357054.1	9.0
AL357055.1	0.0
AL357055.2	3.25
AL357075.1	1.0
AL357084.1	0.75
AL357143.1	62.25
AL357153.4	2.75
AL357315.2	417.75
AL357552.2	1.75
AL357556.1	203.5
AL357632.1	1.5
AL357673.1	5.75
AL358113.1	741.25
AL358176.3	1.0
AL358178.1	10.5
AL358472.1	4.75
AL358472.6	15.0
AL358942.1	2.75
AL359073.1	1.25
AL359092.1	16.25
AL359092.2	3.25
AL359641.1	288.5
AL359643.1	0.25
AL359692.1	0.0
AL359736.1	0.0
AL359821.1	0.0
AL359839.2	4.75
AL359885.1	3.75
AL359955.1	20.5
AL359976.1	1.25
AL360181.3	9.75
AL360182.1	4.25
AL365205.1	37.0
AL365214.2	14.0
AL365223.2	38.75
AL365232.1	2.0
AL365258.3	4.25
AL365273.2	0.0
AL365338.1	6.25
AL365357.1	35.5
AL365366.1	6.75
AL365436.1	2.5
AL365440.1	4.0
AL365475.1	18.75
AL389895.1	0.0
AL389925.1	11.25
AL390026.1	3.75
AL390119.2	1.25
AL390334.1	39.75
